qid,question,answer,generated_answer,factuality,faithfulness,collapsed,,備考
QA20QBIK-0513,1891年から新聞『国会』で連載された、大工ののっそり十兵衛を主人公とする幸田露伴の小説は何?,五重塔 (小説),"五重塔(ごじゅうのとう)。
",,,,,
QA20QBIK-0515,宝島社の『このマンガがすごい! 2008』では、オトコ編の1位に選ばれている、賭け将棋の世界に生きる菅田健太郎を主人公とした、柴田ヨクサルの漫画は何?,ハチワンダイバー,"魍魎戦記MADARA弐(ももんがせんせい)です。
",,,,,
QA20QBIK-0517,ホームラン、プリンス、マスク、夕張といった品種がある、ウリ科の果物は何?,メロン,メロン,,,,,
QA20QBIK-0519,2008年の北京オリンピックのソフトボールで、日本代表チームのエースとして投げ抜き、日本チームの金メダル獲得に貢献した選手は誰?,上野由岐子,"上野由岐子。
",,,,,
QA20QBIK-0521,漫画『巨人の星』で、主人公・星飛雄馬のライバルとして登場し、最後には飛雄馬の姉である明子と結婚するのは誰?,花形満,伴宙太,,,,,
QA20QBIK-0523,正式なタイトルは『凱風快晴』という、葛飾北斎の『富嶽三十六景』の中の1枚の色を使った通称は何?,赤富士,赤富士,,,,,
QA20QBIK-0525,微粉炭、石油、ガスといった種類がある、理科の実験などで用いられる燃焼装置は何?,バーナー,"流動層ボイラです。
",,,,,
QA20QBIK-0527,同じく俳優の佐田啓二を父に持ち、「DCカード」や「ミキプルーン」のCMに長年出演しているのは誰?,中井貴一,森繁久彌,,,,,
QA20QBIK-0529,1991年には映画『ダンス・ウィズ・ウルブズ』でアカデミー賞の最優秀監督賞を受賞している、『フィールド・オブ・ドリームス』や『ボディガード』などの映画の主演俳優は誰?,ケビン・コスナー,ケビン・コスナー,,,,,
QA20QBIK-0531,バーで働く女性アンドロイドに恋をした男性の悲喜劇を描いた、作家・星新一のショートショート作品は何?,ボッコちゃん,"きまぐれロボット」です。
",,,,,
QA20QBIK-0533,細長く切ったイカの刺し身を、醤油やつけ汁につけて食べる料理のことを、ある麺類にたとえて何という?,イカそうめん,"海藻麺類(ワンタン)。
",,,,,
QA20QBIK-0535,『ビタースイートサンバ』という曲がテーマソングとして使われている、ニッポン放送の長寿深夜ラジオ番組は何?,オールナイトニッポン,"オールナイトニッポンです。
",,,,,
QA20QBIK-0537,海野厚・作詞、小田島樹人・作曲の唱歌で、「やっとこやっとこくりだした」という歌い出しで知られるのは何?,おもちゃのマーチ,どんぐりころころ,,,,,
QA20QBIK-0539,この作戦決行日のことを「Dデー」という、第二次世界大戦中の1944年に連合国軍が行った、ヨーロッパ上陸作戦のことを何という?,ノルマンディー上陸作戦,ノルマンディー上陸作戦,,,,,
QA20QBIK-0541,ニューギニア島などに棲息し、気性が荒いことから「世界で最も危険な鳥」といわれるのは何?,ヒクイドリ,オウムガイ,,,,,
QA20QBIK-0543,「熱力学の第一法則」とも呼ばれる、物理学において、エネルギーの総量は変化しないという法則を何という?,エネルギー保存の法則,エントロピー増大の法則,,,,,
QA20QBIK-0545,フルートより1オクターブ高い音を出す、イタリア語で「小さい」という意味の木管楽器は何?,ピッコロ,ピッコロ・フルート,,,,,
QA20QBIK-0547,メルビルの小説『白鯨』に登場する航海士の名前から命名した、シアトルに本社を置く大手コーヒーチェーンは何?,スターバックス,"タリーズコーヒーです。
",,,,,
QA20QBIK-0549,アダム・レヴィーンがボーカルを務める、『Makes Me Wonder』『Sunday Morning』などの曲で知られるアメリカのバンドは何?,マルーン5,"Foo Fightersです。
",,,,,
QA20QBIK-0551,正常な人間は約70だといわれている、心臓が1分間に脈を打つ回数のことを何という?,心拍数,"心拍数(心室頻拍)といいます。
",,,,,
QA20QBIK-0553,岡山県笠岡市に生息するものは国の天然記念物に指定されている、「生きている化石」とも呼ばれる節足動物は何?,カブトガニ,カブトガニ,,,,,
QA20QBIK-0555,アライグマに姿が似ている「レッサー」と、白と黒の毛色が特徴的な「ジャイアント」といった種類がある動物は何?,パンダ,マングース,,,,,
QA20QBIK-0557,男尊女卑の思想を持つ人にもたとえられる、日本では筋肉質な男性を指すことが多い、たくましい男性を指す言葉は何?,マッチョ,"マッチョ」です。
",,,,,
QA20QBIK-0559,バーボンウイスキーに生クリームをシェイクしたカクテルの名前にもなっている、西部劇でおなじみの、牧場で馬に乗って働く牧夫を何という?,カウボーイ,"カウボーイズ・ブーツ・キャンプ」です。
",,,,,
QA20QBIK-0561,藤川球児やダルビッシュ有らが所属していたことがある、アメリカのアーリントンに本拠地を置く、メジャーリーグのチームは何?,テキサス・レンジャーズ,"テキサス・レンジャーズです。
",,,,,
QA20QBIK-0563,ガンダムやザク、ジオングなどの、アニメ『機動戦士ガンダム』に登場した人型ロボット兵器を何という?,モビルスーツ,"モビルスーツ(Mobius)。
",,,,,
QA20QBIK-0565,両手がハサミになっている人造人間エドワードをジョニー・デップが演じている、1990年製作のティム・バートン監督の映画は何?,シザーハンズ,"シザーハンズです。
",,,,,
QA20QBIK-0567,駿台、河合塾、代々木ゼミナールが「三大」と呼ばれている、大学進学志望者のための授業を行う教育機関は何?,予備校,"予備校です。
",,,,,
QA20QBIK-0569,1828年にドイツの化学者ウェーラーが、シアン酸アンモニウムから合成することに成功した、肥料や保湿クリームに使われる有機化合物は何?,尿素,"尿素です。
",,,,,
QA20QBIK-0571,「歯のある魚」という意味の名前の通り、鋭い歯で大型動物にも襲いかかる、アマゾン川に棲息するカラシン科の淡水魚は何?,ピラニア,ピラニア・ナッテリー,,,,,
QA20QBIK-0573,佐藤健が主人公の剣客・緋村剣心を演じた、和月伸宏の漫画を原作とした2012年公開の映画は何?,るろうに剣心 (実写映画),"るろうに剣心 京都大火編」です。
",,,,,
QA20QBIK-0575,日本の義務教育期間9年間のうち、6年間は小学校に通いますが、残りの3年間に通う学校は何?,中学校,"中学校です。
",,,,,
QA20QBIK-0577,アワと並ぶ日本最古の穀物とされ、寒さに強いことから名がついたとも言われるイネ科の穀物は何?,ヒエ,"米(稲)です。
",,,,,
QA20QBIK-0579,アルファベット2文字で「DM」と略される、商品案内やカタログなどの印刷物を同封した、宣伝のための郵便物を何という?,ダイレクトメール,"ダイレクトメール DMとは、宣伝のために印刷物や書類を郵送する郵便の一種です。
ダイレクトメールは、企業が顧客とのコミュニケーションを促進するために使用されます。
",,,,,
QA20QBIK-0581,かつては「ビタミンB5」と呼ばれていた、疲労回復や善玉コレステロールの増加、動脈硬化などの予防に効果がある水溶性ビタミンの一種は何?,パントテン酸,"ビタミンCです。
",,,,,
QA20QBIK-0583,ハワイ州の愛称や、ハワイ生まれのシャツの名前にもなっている、「ようこそ」などの意味があるハワイの挨拶は何?,アロハ (挨拶),アロハ・オエ,,,,,
QA20QBIK-0585,作家などの文筆家が作品を発表するときに使う、本名の代わりとなる名前を何という?,ペンネーム,"ペンネーム(雅号) 作家や詩人など、自分の作品を世に出すためには、本名ではなく、ペンネームを使用することがあります。
ペンネームとは、作家や詩人が自分の作品を表現するために使用する名前です。
ペンネームは、作家や詩人によって使用されることが多く、一般的には本名よりも広く使用されています。
",,,,,
QA20QBIK-0587,『源氏物語』の第38帖のタイトルにもなっている、秋に「リーンリーン」という風流な鳴き声を奏でることで知られる昆虫は何?,スズ虫,コオロギ,,,,,
QA20QBIK-0589,前畑秀子が競泳女子200m平泳ぎで優勝し、日本人女性初の金メダリストとなったのは、1936年のどこの都市で開催されたオリンピック?,ベルリン,"ベルリン 1936年のベルリンオリンピックの水泳競技で、前畑秀子が200メートル平泳ぎで金メダルを獲得しました。
この水泳競技は1936年8月26日から28日に開催されました。
最終的な答え:ベルリンです。
",,,,,
QA20QBIK-0591,宿主と呼ばれる生物に付着して、その生物のから栄養を取って生活する、回虫やサナダムシといった生物のことを何という?,寄生虫,"寄生虫学とは、寄生虫の研究と治療を専門にする学問です。
寄生虫学は、寄生虫の感染や寄生の過程、およびそれらが引き起こすさまざまな疾患を研究しています。
寄生虫学は、寄生虫の感染や寄生の過程、およびそれらが引き起こすさまざまな疾患を研究する学問です。
",,,,,
QA20QBIK-0593,テレビや映画の撮影などで、出演者のファッションをコーディネイトする職業の人を何という?,スタイリスト,"スタイリスト スタイリストとは、テレビ番組や映画のセットで、出演者の服装をコーディネートする職業です。
スタイリストになるためには、まずスタイリストスクールに通い、その後、スタイリストアシスタントとして現場で働く必要があります。
",,,,,
QA20QBIK-0595,「モノクロ写真」「モノクロ映像」といったときの「モノクロ」とは、何という言葉の略?,モノクローム,"白黒という意味です。
",,,,,
QA20QBIK-0597,2007年の学校教育法改正の施行により、助教授に代わり導入された、大学で教授に次ぐ教員の階級は何?,准教授,"助教です。
",,,,,
QA20QBIK-0599,ミシンで使われる、下糸を巻いて入れておくための筒状のケースを何という?,ボビン (裁縫),ボビンケース,,,,,
QA20QBIK-0601,「見ろ!人がゴミのようだ!」というセリフが出てくる、宮崎駿監督の長編アニメ映画は何?,天空の城ラピュタ,"千と千尋の神隠し。
",,,,,
QA20QBIK-0603,17歳のホールデン・コールフィールドを描いた小説『ライ麦畑でつかまえて』の作者は誰?,J・D・サリンジャー,キャリー・ブラッドベリ,,,,,
QA20QBIK-0605,「カヴァッリーノ・ランパンテ」という跳ね馬の紋章をシンボルとする、イタリアの自動車メーカーは何?,フェラーリ,"フェラーリ Ferrari。
",,,,,
QA20QBIK-0607,英語で、他人をだますためのうそ泣きのことを、ある動物を使って「何の涙」という?,ワニ,"象牙質フェロモン香水を作るために使用されます。
象牙は、フェロモン香水の原料となる化学物質を生産する能力を持っています。
象牙は、フェロモン香水の原料となる化学物質を生産するために使用されます。
正解は象牙です。
",,,,,
QA20QBIK-0609,廃墟だったネイティヴアメリカンの居住地の上に新しく作られたため、エジプト神話の蘇る鳥にたとえて名付けられたアメリカ・アリゾナ州の州都はどこ?,フェニックス (アリゾナ州),ツーソン,,,,,
QA20QBIK-0611,高田賢三、山本耀司など世界のトップデザイナーを輩出した、1936年に創刊されたファッション雑誌の名前が付けられた賞は何?,装苑賞,ベストドレッサー賞,,,,,
QA20QBIK-0613,日本語では「臨床道化師」と訳される、けがや病気で入院している子供の病室を訪ね、演技を見せて楽しませる道化師を何クラウンという?,クリニクラウン,"ピエロ・コルサージュ クラウンとは、劇場やその他のイベントでパフォーマンスを披露する人のことです。
ピエロ・コルサージュは、クラウンの中でも最も有名な人物の一人です。
クラウンとは、劇場やその他のイベントでパフォーマンスを披露する人のことです。
ピエロ・コルサージュは、クラウンの中でも最も有名な人物の一人です。
最終的な答え:ピエロ・コルサージュ。
",,,,,
QA20QBIK-0615,1981年に設立された、ミュージックビデオを中心に、音楽を専門に放送するアメリカの有線テレビ局は何?,MTV,"MTV 1981。
",,,,,
QA20QBIK-0617,和名を「つるなしカボチャ」というペポカボチャの仲間で、フランス料理のラタトゥイユなどによく使われる野菜は何?,ズッキーニ,ズッキーニ,,,,,
QA20QBIK-0619,デラウェア州に次ぎ、2番目にアメリカの州となった、ハリスバーグを州都とするのはどこ?,ペンシルベニア州,デラウェア州、ペンシルベニア州、オハイオ州、インディアナ州、ミシガン州、ミシシッピ州、ミズーリ州、サウスカロライナ州、ジョージア州、ノースカロライナ州、サウスカロライナ州、テネシー州、ケンタッキー州、ルイジアナ州、ミシシッピ州、アラバマ州、ジョージア州、テネシー州、サウスカロライナ州、ジョージア州、サウスカロライナ州、テネシー州、ノースカロライナ州、サウスカロライナ州、テネシー州、サウスカロライナ州、ジョージア州、テネシー州、サウスカロライナ州、ジョージア州、サウスカロライナ州、テネシー州、ノースカロライナ州、サウスカロライナ州、テネシー州、サウスカロライナ州、ジョージア州、テネシー州、サウスカロライナ州、サウスカロライナ州、ジョージア州、テネシー州、サウスカロライナ州、サウスカロライナ州、ジョージア州、テネシー州、サウスカロライナ州、サウスカロライナ州、ジョージア州、テネシー州、サウスカロライナ州、サウスカロライナ州、ジョージア州、テネシー州、サウスカロライナ州、ジョージア州、サウスカロライナ州、テネシー州、サウスカロライナ州、ジョージア州、サウスカロライナ州、テネシー州、サウスカロライナ州、,,,,,
QA20QBIK-0621,伊豆七島の最も南に位置する、くさや、明日葉、黄八丈などの特産品でも知られる島は何?,八丈島,"式根島です。
",,,,,
QA20QBIK-0623,播州織の産地として知られる兵庫県の市で、東経135度、北緯35度が交差することから「日本列島の中心・日本のへそ」をアピールしているのはどこ?,西脇市,西脇市,,,,,
QA20QBIK-0625,キス、セーフティ、スクラッチ、マッセなどの用語が使われる室内競技は何?,ビリヤード,"ホッケーです。
",,,,,
QA20QBIK-0627,マリメッコ、エアギター、ムーミン、サウナなどから連想される、首都をヘルシンキに置く北欧の国はどこ?,フィンランド,"フィンランドです。
",,,,,
QA20QBIK-0629,映画『バック・トゥ・ザ・フューチャー』シリーズで、タイムマシンになる車の名前は何?,デロリアン,"デロリアンDMC-12。
",,,,,
QA20QBIK-0631,キューバの鉱山にちなんで名前がつけられた、ラムをベースにライムジュースなどを加えたカクテルは何?,ダイキリ,モヒート,,,,,
QA20QBIK-0633,ポテトサラダを作るときなどに使われる、柄のついた格子状の金属板を上下に動かし、いもやにんじんなどの野菜をつぶす器具を何という?,マッシャー,"マッシャー」と言います。
",,,,,
QA20QBIK-0635,コンピュータのデジタル信号をアナログ信号に変調したり、その逆に復調したりする、電話回線を通じてコンピューターをインターネットに接続する際に用いられる機器は何?,モデム,モデムまたはTA;デジタル通信技術(ISDNなど);デジタル通信技術(ADSLなど);デジタル通信技術(FTTHなど);デジタル通信技術(ケーブルテレビなど);デジタル通信技術(無線など);デジタル通信技術(衛星など);デジタル通信技術(携帯電話など);デジタル通信技術(無線など);デジタル通信技術(ケーブルテレビなど);デジタル通信技術(無線など);デジタル通信技術(ケーブルテレビなど);デジタル通信技術(無線など);デジタル通信技術(ケーブルテレビなど);デジタル通信技術(無線など);デジタル通信技術(ケーブルテレビなど,,,,,
QA20QBIK-0637,英語では「ストラップ」という、電車やバスの車内で上から下げられている、乗客が体を支えるために握るものは何?,つり革,"吊り革です。
",,,,,
QA20QBIK-0639,約192メートルを1とする、古代オリンピックの陸上競走で使われた距離の単位は何?,スタディオン,"マイルストーン。
",,,,,
QA20QBIK-0641,本名を萩森金松という、大相撲の歴代横綱のうち、横綱としての勝率が唯一5割を切っている力士は誰?,前田山英五郎,"北勝海親方(現・八角理事長)です。
",,,,,
QA20QBIK-0643,おうし座には2つの散開星団があります。「すばる」として知られるプレアデス星団と、もうひとつは何?,ヒアデス星団,ケンタウルス族,,,,,
QA20QBIK-0645,1996年、カタール政府がアラビア語のニュース専門チャンネルとして設立した、「中東のCNN」とも呼ばれる24時間放送の衛星テレビ局は何?,アルジャジーラ,"アルジャジーラ・インターナショナル。
",,,,,
QA20QBIK-0647,1908年に日本からの最初の南米への移民が笠戸丸で到着した、世界最大のコーヒーの輸出港となっているブラジルの港湾都市はどこ?,サントス,サントス,,,,,
QA20QBIK-0649,ルイ・アームストロングが録音中に歌詞を忘れたところから始まったといわれる、ジャズなどで、歌詞の代わりに「ダバディダ」「シュビドゥワ」など意味のない言葉を即興的に歌うことを何という?,スキャット,スキャットマン・コール・ジャズ・スタイル,,,,,
QA20QBIK-0651,スポーツで、攻撃のことを「オフェンス」というのに対し、守備のことは何という?,ディフェンス,"ディフェンスバック(DB)。
",,,,,
QA20QBIK-0653,プロレスで、多数のレスラーがリングに上がり、最後の一人になるまで戦う試合方法を何という?,バトルロイヤル,"デスマッチ」と言います。
",,,,,
QA20QBIK-0655,1944年にユベール・ブーブメリによって創刊された、政財界やインテリ層に大きな影響を持つ、「世界」という意味の名前のフランスの夕刊紙は何?,ル・モンド,"ル・モンド・ディスパッチ新聞。
",,,,,
QA20QBIK-0657,1906年に考案された、補体結合反応を応用した梅毒の診断法を、ドイツの細菌学者の名をとって何反応という?,ワッセルマン反応,"マイコバクテリウム・アビウム」と名付けられました。
",,,,,
QA20QBIK-0659,東京帝国大学在学中に「第一高等学校野球部史」を著し、この中で「ベースボール」を「野球」と訳すことを提唱した人物は誰?,中馬庚,島崎藤村,,,,,
QA20QBIK-0661,岩手県、秋田県の県境北部一帯の高原で、十和田湖などとともに国立公園に指定されているのはどこ?,八幡平,"八幡平市です。
",,,,,
QA20QBIK-0663,もろいが加工しやすく、建築・土木用石材とされる、堆積岩の中で、直径4mm以下の火山灰や軽石など、火山の噴火物が固まってできた岩石を何という?,凝灰岩,マグマストーン,,,,,
QA20QBIK-0665,日本語では「密偵」「間諜」などという、敵対関係にある国家、団体などの情報をひそかに収集する人を何という?,スパイ,スパイ活動員(スパイ),,,,,
QA20QBIK-0667,1920年のアントワープ五輪でシングルス、ダブルスともに2位となり、夏季オリンピックで日本人として初めてメダルを獲得したテニス選手は誰?,熊谷一弥,中西雅美,,,,,
QA20QBIK-0669,アメリカのメジャーリーグのロイヤルズが本拠地としている、ミズーリ州の都市はどこ?,カンザスシティ (ミズーリ州),"セントルイス・カージナルスです。
",,,,,
QA20QBIK-0671,「音楽の三要素」といえば、リズム、ハーモニーと何?,メロディ,"メロディ です。
",,,,,
QA20QBIK-0673,UNEPの本部があるケニアの首都はどこ?,ナイロビ,"ナイロビです。
",,,,,
QA20QBIK-0675,相撲の決まり手で、漢数字の「二」が名前につくのは「二枚蹴り」と何?,二丁投げ,押し出し,,,,,
QA20QBIK-0677,1970年代から急速に発展した、マヤ語で「ヘビの巣」という意味がある、カリブ海に面したメキシコ・ユカタン半島のリゾート地はどこ?,カンクン,カリブ海 ユカタン半島 リゾート ヘビの巣 カリブ海 ユカタン半島 リゾート ユカタン半島 リゾート ユカタン半島 リゾート ユカタン半島 リゾート ユカタン半島 リゾート ユカタン半島 リゾート ユカタン半島 リゾート ユカタン半島 リゾート ユカタン半島 リゾート ユカタン半島 リゾート ユカタン半島 リゾート ユカタン半島 リゾート ユカタン半島 リゾート ユカタン半島 リゾート ユカタン半島 リゾート ユカタン半島 リゾート ユ,,,,,
QA20QBIK-0679,「分析するもの」という意味の名前を持つ、アニメ『宇宙戦艦ヤマト』で、解析を担当する赤いロボットは何?,アナライザー (宇宙戦艦ヤマト),"コスモタイガーII型戦闘機パイロット訓練生。
",,,,,
QA20QBIK-0681,2004年に発売され、「脳トレ」のソフトなどが世界的にヒットした、上下にある2つの画面が特徴的な、任天堂の携帯ゲーム機は何?,ニンテンドーDS,"ニンテンドーDS Liteです。
",,,,,
QA20QBIK-0683,シベリア抑留後、商社マンとなる壹岐正を主人公とする山崎豊子の小説は何?,不毛地帯,"大地の子です。
",,,,,
QA20QBIK-0685,「アビエイター」「プレデター」などのモデルがある、アメリカ空軍の要請をきっかけにボシュロム社が創立したサングラスのブランドは何?,レイバン,レイバン,,,,,
QA20QBIK-0687,写真家としても活躍し、フェンディ、クロエ、シャネルのデザイナーを務めた、「重ね着の魔術師」とも呼ばれたドイツ出身のデザイナーは誰?,カール・ラガーフェルド,カール・ラガーフェルド,,,,,
QA20QBIK-0689,水脈・鉱脈の探索や、占いなどに用いられる、振り子や曲がった金属棒などを使って、目的の物を探り当てたりする手法を何という?,ダウジング,"フープテストまたはフープクランプ法と呼ばれます。
",,,,,
QA20QBIK-0691,ラグビーで背番号1、3をつける、スクラム時に最前列の左右にいるポジションは何?,プロップ,スタンドオフハーフバック(LO),,,,,
QA20QBIK-0693,100円、50円の硬貨に用いられる「白銅」は、銅と何という金属の合金?,ニッケル,ニッケル,,,,,
QA20QBIK-0695,トスカーナ地方が発祥とされ、聖職者の帽子から名前がついたとされる、スポンジケーキで作った半球のドーム中に、チョコレートやナッツの入ったクリームを詰めた、イタリアのケーキは何?,ズコット,"フォッカッチャ・ディ・ドルチェ・アッラ・ジェラート イタリア料理の定番であるフォッカッチャ・ディ・ドルチェ・アッラ・ジェラートは、イタリア全土およびフランスの一部で人気のある菓子です。
この料理は、小麦粉、卵、牛乳、砂糖を混ぜ合わせて生地を作ります。
その後、生地を流し込んで、平らな円形になるまで焼きます。
",,,,,
QA20QBIK-0697,横向きになって胸を強調する「サイドチェスト」などのポーズで、鍛え上げた筋肉を審査する競技は何?,ボディビル,"ボディビルダーコンテスト。
",,,,,
QA20QBIK-0699,中国残留孤児の波乱に満ちた半生を描いた、『二つの祖国』『不毛地帯』とともに「戦争三部作」と呼ばれる山崎豊子の小説は何?,大地の子,"大地の子です。
",,,,,
QA20QBIK-0701,星占いの星座のうち、「レオ」とは何座のこと?,しし座,牡牛座,,,,,
QA20QBIK-0703,日本のスターバックスコーヒーにあるドリンクのサイズで、容量470mlとベンティの次に大きいのは何?,グランデ,"グランデです。
",,,,,
QA20QBIK-0705,日本語では「葉緑素」と呼ばれる、光合成にあたり、光エネルギーを吸収する色素は何?,クロロフィル,"クロロフィルです。
",,,,,
QA20QBIK-0707,加齢などにより筋肉量が低下し、筋力または身体能力が低下した状態を、ギリシャ語で「筋肉が減少する」という意味の造語で何という?,サルコペニア,"サルコペニア(Sarcopenic)とは、加齢や運動不足などが原因で、筋肉量が減少し、筋力や身体能力が低下した状態のことです。
",,,,,
QA20QBIK-0709,かつてイスラム王朝のナスル朝の首都として栄えた、世界遺産のアルハンブラ宮殿などがあるスペイン南部の都市はどこ?,グラナダ,グラナダ,,,,,
QA20QBIK-0711,『詩人と農夫』『軽騎兵』など200あまりのオペレッタを作曲した、19世紀のオーストリアの作曲家は誰?,フランツ・フォン・スッペ,フランツ・シューベルト,,,,,
QA20QBIK-0713,富田常雄の小説を原作とする、映画監督・黒澤明のデビュー作は何?,姿三四郎,姿三四郎,,,,,
QA20QBIK-0715,第86回アカデミー賞で歌曲賞を受賞した、映画『アナと雪の女王』の劇中歌で、日本では俗に「レリゴー」とも呼ばれるのは何?,レット・イット・ゴー (ディズニーの曲),ありのままで(Finely),,,,,
QA20QBIK-0717,1992年に、オランダの街並みを再現したテーマパーク「ハウステンボス」が開園した長崎県の市は何市?,佐世保市,佐世保市,,,,,
QA20QBIK-0719,コンピューターを動作させる手順や命令を記述したプログラムのことを、「ハードウェア」に対して何という?,ソフトウェア,ソフトウェア(プログラミング),,,,,
QA20QBIK-0721,石垣イチゴの栽培地があり、富士山、伊豆半島、三保の松原などが一望できる、静岡県の有度山の頂上付近の平坦地を何という?,日本平,"天城高原ゴルフクラブ 静岡県にあるゴルフ場で、海抜2,100メートルに位置しています。
",,,,,
QA20QBIK-0723,英語で「基準」という意味がある、コンピューターのハードウェアやソフトウェアの性能を比較するために行われるテストを何という?,ベンチマーク,"ベンチマークテスト(性能テスト)とは、コンピューターの性能を測定するために、様々な要因を考慮に入れて行われる測定です。
コンピューターの性能を測定するための一般的な方法には、性能テスト、性能評価試験、性能分析試験などがあります。
",,,,,
QA20QBIK-0725,親友でありライバルである高校生の野球選手、国見比呂と橘英雄を描いた、あだち充の漫画は何?,H2 (漫画),"タッチです。
",,,,,
QA20QBIK-0727,1955年の「ラッセル=アインシュタイン宣言」に署名した11人の人物のうち、唯一の日本人である科学者は誰?,湯川秀樹,"湯川秀樹。
",,,,,
QA20QBIK-0729,園内に興福寺・猿沢池・春日大社・東大寺などがあり、野生の鹿が多数生息する公園はどこ?,奈良公園,奈良公園,,,,,
QA20QBIK-0731,16世紀の創建以来、代々女性が城主だったため、「6人の女の城」とよばれる、フランスのロワール地方にある城は何?,シュノンソー城,シュノンソー城,,,,,
QA20QBIK-0733,アラン・アレクサンダー・ミルンの児童文学を原作とする、原題を『Winnie the Pooh』というディズニーアニメは何?,くまのプーさん (ディズニー),くまのプーさん,,,,,
QA20QBIK-0735,埼玉県と東京都の境にある狭山丘陵の別名を、スタジオジブリのアニメ映画の名をとって「何の森」という?,トトロの森,"トトロの森 埼玉県入間市宮寺 トトロの森は、狭山丘陵の西北部に位置しています。
",,,,,
QA20QBIK-0737,志賀直哉の小説『小僧の神様』で、丁稚奉公の小僧・仙吉が見知らぬ客におごってもらった食べ物は何?,寿司,"団子汁。
",,,,,
QA20QBIK-0739,メジャーリーグの新人王「ルーキー・オブ・ザ・イヤー」の別名にもその名を残す、1946年にブルックリン・ドジャースに入団した黒人初のメジャーリーガーは誰?,ジャッキー・ロビンソン,ジャッキー・ロビンソン,,,,,
QA20QBIK-0741,フランスの天文学者ラカイユが、かつて存在したアルゴ座を分解して作った4つの星座とは、とも座、ほ座、りゅうこつ座と何?,らしんばん座,さそり座,,,,,
QA20QBIK-0743,江戸時代の戯作者・山東京伝が考案したともいわれる、飲み会などで費用を各自が均等に分担することを「割り前勘定」を略して何という?,割り勘,"勘定書」です。
",,,,,
QA20QBIK-0745,創業は1834年。日本初のフルーツパーラーを開店し、フルーツポンチを全国に広めた東京の高級果物店は何?,千疋屋,"千疋屋総本店です。
",,,,,
QA20QBIK-0747,毎日小学生新聞に連載された『がんばれゴンベ』や、朝日新聞の夕刊に連載された『ペエスケ』などの作品で知られる漫画家は誰?,園山俊二,永島慎二,,,,,
QA20QBIK-0749,アメリカで生まれイギリスに帰化した詩人で、ミュージカル『キャッツ』の原作となった詩を著したのは誰?,T・S・エリオット,テディ・ヒルトン,,,,,
QA20QBIK-0751,新派悲劇の代表作にもなった、早瀬主税と芸者のお蔦の悲恋を描いた、泉鏡花の小説は何?,婦系図,高野聖,,,,,
QA20QBIK-0753,大みそかの夜、貧しい女の子が寒さに耐えかねてマッチを擦ると、さまざまな美しい幻が現れるというストーリーのアンデルセン童話は何?,マッチ売りの少女,マッチ売りの少女,,,,,
QA20QBIK-0755,1904年に創設された、12人の女性が審査員を務めるフランスの文学賞は何?,フェミナ賞,"フェミナ・ノヴェル・ド・パリ 1904年創設。
 受賞者にはロジェ・デュマ、シモーヌ・ド・ボーヴォワール、マリー・キュリーなどがいます。
",,,,,
QA20QBIK-0757,伊那盆地を経て浜松市の東で太平洋に注ぐ、諏訪湖から流れ出る唯一の川は何川?,天竜川,天竜川,,,,,
QA20QBIK-0759,オープニング曲は『おしえて』、エンディング曲は『まっててごらん』。ヨハンナ・シュピリの小説を原作としたアニメは何?,アルプスの少女ハイジ,アルプスの少女ハイジ,,,,,
QA20QBIK-0761,ガラガラヘビの名前にちなんだ名前を持つ、フェニックスに本拠地を置く、アメリカのメジャーリーグのチームは何?,アリゾナ・ダイヤモンドバックス,"テキサス・レンジャーズです。
",,,,,
QA20QBIK-0763,価値観の違いから生じる世代間の断絶のことを、英語で何ギャップという?,ジェネレーションギャップ,"ジェネレーションギャップとは、社会や文化の規範や慣習が世代間で大幅に異なることを意味します。
ジェネレーションギャップは、社会や文化の規範や慣習が世代間で大幅に変化したことによって引き起こされます。
そのため、正解はジェネレーションギャップです。
",,,,,
QA20QBIK-0765,航空会社コードはLH。ケルンに本社を置く、ドイツ最大の航空会社は何?,ルフトハンザドイツ航空,"ルフトハンザ・エアポート・エクスプレスです。
",,,,,
QA20QBIK-0767,心臓の左心室から、肺を除く全身に血液を送り出す太い血管を何という?,大動脈,"大動脈」と言います。
",,,,,
QA20QBIK-0769,1603年、征夷大将軍となって江戸に幕府を開いた人物は誰?,徳川家康,徳川秀忠,,,,,
QA20QBIK-0771,中枢神経の興奮作用や利尿作用などを持つ、茶の葉・カカオの実・コーヒー豆などに含まれるアルカロイドは何?,カフェイン,カフェイン,,,,,
QA20QBIK-0773,アメリカの中華料理店などでよく食後に提供される、中を空洞にしておみくじを入れたクッキーのことを、「幸運」という意味の英語から何という?,フォーチュン・クッキー,ラッキーチャームズ・オブ・アメリカ,,,,,
QA20QBIK-0775,国立公園や国定公園内の景勝地に整備された、安い金額で利用できる宿泊設備をもつレクリエーション施設を何という?,休暇村,"国民宿舎」と呼ばれています。
",,,,,
QA20QBIK-0777,アメリカの教育家クラーク博士は「少年よ大志を抱け」の言葉を残して札幌農学校を去りました。さて、このとき、彼の学校での役職は何だった?,教頭,"校長代理でした。
",,,,,
QA20QBIK-0779,藤原俊成が自らの歌論の重要な概念とした、中世芸術の中心的理念で、優艶であり静寂、余情の深いさまを漢字2文字で何という?,幽玄,幽玄(ゆうげん),,,,,
