serial_number,qid,intermediate_lang,query,translated,sample
1376,QA20CAPR-0309,スペイン語,七福神の中で唯一実在したといわれる神様で、大きな袋を背負った太鼓腹の僧侶として描かれるのは何でしょう?,七福神の中で、実際に存在したと言われ、背中に大きな袋を持ったふくよかな僧侶として描かれている唯一の神は誰ですか？,大黒天
1377,QA20CAPR-0311,英語,ドイツの労働者に好まれた「タルタルステーキ」が起源といわれる肉料理で、発祥地となったドイツの町「ハンブルク」が名前の由来となっているのは何でしょう?,「タルタルステーキ」と呼ばれる肉料理の起源は何であり、それはドイツの労働者に好まれていると言われており、ドイツの町「ハンブルク」に由来しているとされていますか？,フライドシュニッツェル。 https://www.foodnetwork.com/recipe/Tartal-Stegger/hanging-Schwartz/hanging-Schwartz/hanging-Schwartz/hanging-Schwartz/hanging-Schwartz/hanging-Schwartz/hanging-Schwartz/hanging-Schwartz/hanging-Schwartz/hanging-Schwartz/hanging-Schwartz/hanging-Schwartz/hang
1378,QA20CAPR-0311,中国語,ドイツの労働者に好まれた「タルタルステーキ」が起源といわれる肉料理で、発祥地となったドイツの町「ハンブルク」が名前の由来となっているのは何でしょう?,「タルタルステーキ」という肉料理の起源は何ですか？この料理はドイツの労働者に非常に好まれており、発祥地であるドイツのハンブルク市にちなんで名付けられたと言われています。,タルタルステーキは、ドイツやフランスなどのゲルマン諸国で人気のある料理です。 タルタルステーキは、牛肉をすりおろした玉ねぎと混ぜ合わせ、塩とコショウで味付けしたソースで仕上げます。 この料理は、ドイツやフランスなどのゲルマン諸国で非常に人気があり、発祥地であるドイツのハンブルク市にちなんで名付けられたと言われています。
1379,QA20CAPR-0311,フランス語,ドイツの労働者に好まれた「タルタルステーキ」が起源といわれる肉料理で、発祥地となったドイツの町「ハンブルク」が名前の由来となっているのは何でしょう?,「ステーキタルタル」と呼ばれる肉料理の起源は何であり、それはドイツの労働者によって楽しまれ、ドイツの都市「ハンブルク」にちなんで名付けられたと言われていますか？」,フライドシュニッツェル。 ハンブルクは、ドイツで最も古い町の一つであり、17世紀初頭に遡ります。 この料理は、ドイツの労働者によって楽しまれ、ハンブルクの町にちなんで名付けられました。 ステーキタルタルは、ドイツの労働者によって楽しまれた料理です。
1380,QA20CAPR-0311,ドイツ語,ドイツの労働者に好まれた「タルタルステーキ」が起源といわれる肉料理で、発祥地となったドイツの町「ハンブルク」が名前の由来となっているのは何でしょう?,「タルタルステーキ」と呼ばれる肉料理の起源は何であり、それはドイツの労働者に好まれ、ドイツの都市「ハンブルク」に由来すると言われていますか？」,フライド・フィッシュ・タルタルソース。 ハンブルクは、ドイツで最も古い港町の一つであり、漁業や貿易の中心地として重要な役割を果たしていました。 タルタルステーキは、ハンブルクの漁師によって伝統的に作られ、ドイツ全土や海外にも輸出されています。
1381,QA20CAPR-0311,イタリア語,ドイツの労働者に好まれた「タルタルステーキ」が起源といわれる肉料理で、発祥地となったドイツの町「ハンブルク」が名前の由来となっているのは何でしょう?,「ビステッカ・タルタラ」と呼ばれる肉料理の起源は何であり、それはドイツの労働者に高く評価されており、発祥地であるドイツの都市「ハンブルク」に由来すると言われていますか？,ハンブルガー・プディングです。 https://www.huffingtonpost.com/2013/07/26/hanging-big-food/hanging-big-food/index.php?page=1&search=hanging+big+food&qid=13&tlm=0&ie=UTF-8;categories=Hungry;Germany;Herschel-Platz&history=2009&courses=Hungry&history=2009&courses=
1382,QA20CAPR-0311,韓国語,ドイツの労働者に好まれた「タルタルステーキ」が起源といわれる肉料理で、発祥地となったドイツの町「ハンブルク」が名前の由来となっているのは何でしょう?,ドイツの労働者に好まれる「タルタルステーキ」という肉料理の起源はどこから来ていますか？それはドイツの「ハンブルク」市で生まれたことで知られています。,ハンブルクは、ドイツ南部の港湾都市で、ドイツで最も古い町のひとつです。タルタルステーキは、ドイツや周辺の国々で人気のある料理で、フランス、イタリア、スペインなどの地中海沿岸の国々でも非常に人気があります。タルタルステーキは、牛肉をすりおろした玉ねぎと混ぜ合わせ、塩とコショウで味付けした料理です。
1383,QA20CAPR-0311,ポルトガル語,ドイツの労働者に好まれた「タルタルステーキ」が起源といわれる肉料理で、発祥地となったドイツの町「ハンブルク」が名前の由来となっているのは何でしょう?,「ハンブルク」というドイツの都市で発祥し、ドイツの労働者によって楽しまれていると言われる「ビフェ・タルタロ」という肉料理の起源は何ですか？」,ドイツ南部の方言である「ビフェ・タルタロ」とは、豚肩肉を塩漬けにして発酵させたドイツの料理です。この料理は、ドイツの労働者によって広く愛されています。
1384,QA20CAPR-0311,ロシア語,ドイツの労働者に好まれた「タルタルステーキ」が起源といわれる肉料理で、発祥地となったドイツの町「ハンブルク」が名前の由来となっているのは何でしょう?,「タルタルステーキ」と呼ばれる肉料理の起源は何であり、それはドイツの労働者の間で人気があり、ドイツの都市「ハンブルク」に由来すると言われていますか？,フライドシュニッツェル。 https://www.foodpicture.com/news/htm/2013/09/26/hartal-steak-from-Hamburg/  ハンブルクはドイツ南部の港湾都市で、ドイツ全土に多数の支店を持つ大手銀行の本社があります。 彼らはまた、ドイツの金融・株式市場の中心的な役割を果たしています。 タルタルステーキは、ドイツのハンブルク発祥とされています。  ハンブルクは、ドイツ南部の都市で、ドイツ全土に多数の支店を持つ大手銀行の本社がある金融・株式市場の中心地です。 彼らはまた、ドイツの
1385,QA20CAPR-0311,スペイン語,ドイツの労働者に好まれた「タルタルステーキ」が起源といわれる肉料理で、発祥地となったドイツの町「ハンブルク」が名前の由来となっているのは何でしょう?,「タルタルステーキ」と呼ばれる肉料理の起源は何であり、それはドイツの労働者のお気に入りと言われ、発祥地であるドイツの都市「ハンブルク」にちなんで名付けられていますか？」,フライド・タルタルステーキは、ドイツやイギリスなどの国々で人気のある料理です。この料理は、ドイツやイギリスなどの国々で非常に人気があり、発祥地であるドイツの都市「ハンブルク」にちなんで名付けられました。
1386,QA20CAPR-0313,英語,18歳未満は絶対に達成することが出来ない、ゴルフで自分の年齢より少ない打数でホールアウトすることを何というでしょう?,18歳未満の人が自分の年齢よりも少ない打数でホールアウトを達成した場合、ゴルフではそれを何と呼びますか？,ジュニアゴルファーズカップ。
1387,QA20CAPR-0313,中国語,18歳未満は絶対に達成することが出来ない、ゴルフで自分の年齢より少ない打数でホールアウトすることを何というでしょう?,ゴルフにおいて、18歳未満の人が自分の年齢よりも少ない打数でホールを終えることは何と呼ばれますか？,ジュニアゴルファーズカップ。
1388,QA20CAPR-0313,フランス語,18歳未満は絶対に達成することが出来ない、ゴルフで自分の年齢より少ない打数でホールアウトすることを何というでしょう?,ゴルフにおいて、18歳未満の人が自分の年齢よりも少ない打数でホールを終えることは何と呼ばれますか？,ジュニアゴルファーズカップ。
1389,QA20CAPR-0313,ドイツ語,18歳未満は絶対に達成することが出来ない、ゴルフで自分の年齢より少ない打数でホールアウトすることを何というでしょう?,ゴルフにおいて、18歳未満の人が自分の年齢よりも少ない打数でホールを終えることは何と呼ばれますか？,ジュニアゴルファーズカップ。
1390,QA20CAPR-0313,イタリア語,18歳未満は絶対に達成することが出来ない、ゴルフで自分の年齢より少ない打数でホールアウトすることを何というでしょう?,ゴルフにおいて、18歳未満の人が自分の年齢よりも少ない打数でホールアウトをすることは何と呼ばれますか？,ジュニアゴルファーズカップ。
1391,QA20CAPR-0313,韓国語,18歳未満は絶対に達成することが出来ない、ゴルフで自分の年齢より少ない打数でホールアウトすることを何というでしょう?,18歳未満の人が自分の年齢よりも少ない打数でホールインワンを達成した場合、ゴルフではそれを何と呼びますか？,イーグル・フィニッシュ・アウト・オブ・エイジズ(Eagle Finish Out of Age)と呼ばれます。
1392,QA20CAPR-0313,ポルトガル語,18歳未満は絶対に達成することが出来ない、ゴルフで自分の年齢より少ない打数でホールアウトすることを何というでしょう?,ゴルフにおいて、18歳未満の人が自分の年齢よりも少ない打数でホールを達成することは何と呼ばれますか？,ジュニアゴルファーズカップ。
1393,QA20CAPR-0313,ロシア語,18歳未満は絶対に達成することが出来ない、ゴルフで自分の年齢より少ない打数でホールアウトすることを何というでしょう?,18歳未満の人が自分の年齢よりも少ない打数でホールに到達することをゴルフでは何と呼びますか？,バーディー・ランディング・スルー・ザ・グリーンと呼ばれています。
1394,QA20CAPR-0313,スペイン語,18歳未満は絶対に達成することが出来ない、ゴルフで自分の年齢より少ない打数でホールアウトすることを何というでしょう?,ゴルフにおいて、18歳未満の人が自分の年齢よりも少ない打数でホールを達成することは何と呼ばれますか？,ジュニアゴルファーズカップ。
1395,QA20CAPR-0315,英語,かつては文字通り「島」であったが、1914年の噴火で大隅半島と陸続きになった火山は何でしょう?,1914年の火山噴火により、かつて文字通り「島」であったが、大隅半島につながった火山は何ですか？,桜島
1396,QA20CAPR-0315,中国語,かつては文字通り「島」であったが、1914年の噴火で大隅半島と陸続きになった火山は何でしょう?,1914年の火山噴火後、かつて「島」だった火山は大隅半島につながったが、その名前は何ですか？,桜島(さくらじま)です。
1397,QA20CAPR-0315,フランス語,かつては文字通り「島」であったが、1914年の噴火で大隅半島と陸続きになった火山は何でしょう?,1914年の火山噴火により、かつて文字通り「島」であったが、大隅半島につながった火山は何ですか？,桜島
1398,QA20CAPR-0315,ドイツ語,かつては文字通り「島」であったが、1914年の噴火で大隅半島と陸続きになった火山は何でしょう?,1914年の火山噴火により、かつて文字通り「島」であった火山は、大隅半島に接続されました。それはどの火山ですか？,桜島
1399,QA20CAPR-0315,イタリア語,かつては文字通り「島」であったが、1914年の噴火で大隅半島と陸続きになった火山は何でしょう?,1914年の火山噴火により、かつて文字通り「島」であったが、大隅半島とつながった火山は何ですか？,桜島
1400,QA20CAPR-0315,韓国語,かつては文字通り「島」であったが、1914年の噴火で大隅半島と陸続きになった火山は何でしょう?,1914年の火山噴火によって、かつて文字通り「島」であった火山は、大隅半島に接続されました。それはどの火山ですか？,桜島
1401,QA20CAPR-0315,ポルトガル語,かつては文字通り「島」であったが、1914年の噴火で大隅半島と陸続きになった火山は何でしょう?,1914年の火山噴火によって、文字通り「島」だったが大隅半島につながった火山は何ですか？,桜島
1402,QA20CAPR-0315,ロシア語,かつては文字通り「島」であったが、1914年の噴火で大隅半島と陸続きになった火山は何でしょう?,1914年の火山噴火により、以前は文字通り「島」であったが、大隅半島に接続された火山はどれですか？,桜島
1403,QA20CAPR-0315,スペイン語,かつては文字通り「島」であったが、1914年の噴火で大隅半島と陸続きになった火山は何でしょう?,1914年の火山噴火により、かつて文字通り「島」であったが、大隅半島とつながった火山は何ですか？,桜島
1404,QA20CAPR-0317,英語,続編として「大」「超」「極」などのタイトルが制作された、さらわれたプリンセスを助け出すため魔王に挑む騎士・アーサーの姿を描く、カプコンの名作アクションゲームは何でしょう?,カプコンの傑作アクションゲームで、騎士アーサーが魔王に立ち向かい、誘拐された王女を救うという内容の作品の名前は何ですか？「グレート」「スーパー」「アルティメット」といったタイトルが続編として制作されています。,ロックマン2です。 ロックマンは、カプコンの大ヒット作であり、多数の派生作品や関連商品を生み出しました。 ロックマン2は、主人公であるロックマンを操作し、様々な敵と戦いながら、世界に平和を取り戻すために戦っていきます。 ロックマン2は、非常に人気があり、多くのファンによって愛されています。
1405,QA20CAPR-0317,中国語,続編として「大」「超」「極」などのタイトルが制作された、さらわれたプリンセスを助け出すため魔王に挑む騎士・アーサーの姿を描く、カプコンの名作アクションゲームは何でしょう?,カプコンの傑作アクションゲームの名前は何ですか？このゲームは、騎士アーサーが魔王に立ち向かい、誘拐された王女を救うというストーリーで、『グレート』、『スーパー』、『アルティメット』などのタイトルを持つ続編もあります。,ロックマンX2です。 ロックマンX3も素晴らしいです。 ロックマンX4は、より多くの要素があり、より複雑なゲームプレイがあります。 ロックマンX5は、グラフィックやサウンドが大幅に向上しています。 ロックマンX6は、より多くの武器と装備があり、難易度が高くなっています。 ロックマンX7は、より多くの敵キャラクターやボスが追加されています。 ロックマンX8は、より多くの武器と装備があり、難易度がさらに高くなっています。 ロックマンX9は、より多くの敵キャラクターやボスが追加されています。 ロックマンX10は、
1406,QA20CAPR-0317,フランス語,続編として「大」「超」「極」などのタイトルが制作された、さらわれたプリンセスを助け出すため魔王に挑む騎士・アーサーの姿を描く、カプコンの名作アクションゲームは何でしょう?,カプコンによるアクションゲームの名作で、騎士アーサーが悪魔王に立ち向かい、誘拐された王女を救うというストーリーで、「グレート」「スーパー」「アルティメット」といったタイトルの続編が制作されている作品の名前は何ですか？,ロックマンX2です。
1407,QA20CAPR-0317,ドイツ語,続編として「大」「超」「極」などのタイトルが制作された、さらわれたプリンセスを助け出すため魔王に挑む騎士・アーサーの姿を描く、カプコンの名作アクションゲームは何でしょう?,カプコンの傑作アクションゲームで、騎士アーサーが悪魔王に立ち向かい、誘拐された王女を救うという内容のゲームの名前は何ですか？その後、『グレート』、『スーパー』、『アルティメット』などのタイトルで続編が制作されました。,ロックマン2です。 ロックマンは、カプコンによって制作された人気のあるロールプレイングゲームシリーズで、プレイヤーはロックマンと呼ばれるキャラクターを操作し、さまざまな武器や能力を駆使して敵と戦います。ロックマン2は、カプコンによって制作された人気のあるロールプレイングゲームシリーズで、プレイヤーはロックマンと呼ばれるキャラクターを操作し、さまざまな武器や能力を駆使して敵と戦います。ロックマン2は、カプコンによって制作された人気のあるロールプレイングゲームシリーズで、プレイヤーはロックマンと呼ばれるキャラクターを操作し、さまざまな武器や能力を駆使して敵と戦います。
1408,QA20CAPR-0317,イタリア語,続編として「大」「超」「極」などのタイトルが制作された、さらわれたプリンセスを助け出すため魔王に挑む騎士・アーサーの姿を描く、カプコンの名作アクションゲームは何でしょう?,カプコンのアクションビデオゲームの傑作で、騎士アーサーが悪魔の王に立ち向かい、誘拐された王女を救うというストーリーで、「グレート」「スーパー」「アルティメット」といったタイトルの続編が制作されている作品の名前は何ですか？,ロックマンX2です。
1409,QA20CAPR-0317,韓国語,続編として「大」「超」「極」などのタイトルが制作された、さらわれたプリンセスを助け出すため魔王に挑む騎士・アーサーの姿を描く、カプコンの名作アクションゲームは何でしょう?,カプコンが作成したゲームシリーズの名前は何ですか？その中で、騎士アーサーが魔王と対決し、誘拐された王女を救出するシリーズで、続編には「グレート」「スーパー」「アルティメット」というタイトルが付いています。,ロックマンX2です。 カプコンは、ロックマンXの成功に続いて、ロックマンX3やロックマンX4などの派生作品も作成しました。これらの作品は、ロックマンXの世界に焦点を当てています。ロックマンX5では、主人公はロックマンXから成長した新人ロックマンとなります。ロックマンX6では、主人公はロックマンXから成長したベテランロックマンとなります。ロックマンX7では、主人公はロックマンXから成長した新人ロックマンとなります。ロックマンX8では、主人公はロックマンXから成長したベテランロックマンとなります。
1410,QA20CAPR-0317,ポルトガル語,続編として「大」「超」「極」などのタイトルが制作された、さらわれたプリンセスを助け出すため魔王に挑む騎士・アーサーの姿を描く、カプコンの名作アクションゲームは何でしょう?,カプコンによるアクションゲームの名前は何ですか？このゲームは、騎士アーサーが魔王に立ち向かい、誘拐された王女を救うという名作であり、「グレート」「スーパー」「アルティメット」といったタイトルの続編が制作されています。,ロックマンXシリーズです。 カプコンは、ロックマンXのフランチャイズを再び始動し、ロックマンX2やロックマンX3などの派生作品も作成しました。これらの作品は、ロックマンXの世界での冒険を描いています。ロックマンXは、日本のロールプレイングゲーム会社カプコンによって開発されました。ロックマンXは、日本のロールプレイングゲーム会社カプコンによって開発されました。ロックマンXは、日本のロールプレイングゲーム会社カプコンによって開発されました。
1411,QA20CAPR-0317,ロシア語,続編として「大」「超」「極」などのタイトルが制作された、さらわれたプリンセスを助け出すため魔王に挑む騎士・アーサーの姿を描く、カプコンの名作アクションゲームは何でしょう?,カプコンのアクションジャンルの傑作で、騎士アーサーが悪魔の王に立ち向かい、誘拐された王女を救うために挑む作品の名前は何ですか？また、「グレート」「スーパー」「ファイナル」というタイトルの続編がリリースされましたか？,ロックマンX2です。 ロックマンXは、カプコンのアクションゲームシリーズで、主人公であるロックマンXが様々な敵と戦いながら世界を救っていくというストーリーです。ロックマンX2は、前作から10年後を舞台にした作品で、前作よりも難易度が高くなっています。ロックマンX2は、カプコンのアクションゲームの中でも最高傑作とされています。
1412,QA20CAPR-0317,スペイン語,続編として「大」「超」「極」などのタイトルが制作された、さらわれたプリンセスを助け出すため魔王に挑む騎士・アーサーの姿を描く、カプコンの名作アクションゲームは何でしょう?,カプコンのアクションゲームで、騎士アーサーが悪魔王に立ち向かい、誘拐された王女を救うという内容の作品の名前は何ですか？「グレート」「スーパー」「アルティメット」といったタイトルが続編として制作されています。,ロックマンX2です。 ロックマンXは、カプコンによって制作された人気のあるロールプレイングゲームシリーズで、主人公であるロックマンXを中心に展開しています。このゲームでは、プレイヤーはロックマンXの世界に飛び込み、さまざまな敵やボスと戦いながら、世界を救います。ロックマンX2は、カプコンによって制作された人気のあるロールプレイングゲームシリーズで、主人公であるロックマンXを中心に展開しています。
1413,QA20CAPR-0319,英語,「ネシテラス・ロムボプテリックス」という仮の学名がつけられていた、スコットランドの湖・ネス湖に棲息すると信じられていた架空の生物は何でしょう?,スコットランドの湖であるロッホネスに生息していると信じられていた架空の生物で、一時的に「ネシテラス・ロンボプテリクス」という科学的な名前が与えられた生物は何ですか？,マンモス・マンモスラグーン・ロンボプテリクスです。
1414,QA20CAPR-0319,中国語,「ネシテラス・ロムボプテリックス」という仮の学名がつけられていた、スコットランドの湖・ネス湖に棲息すると信じられていた架空の生物は何でしょう?,スコットランドのロッホネスにおける「ネシテラス・ロンボプテリクス」として知られる生物は、何だと信じられていますか？,コウモリです。
1415,QA20CAPR-0319,フランス語,「ネシテラス・ロムボプテリックス」という仮の学名がつけられていた、スコットランドの湖・ネス湖に棲息すると信じられていた架空の生物は何でしょう?,スコットランドの湖であるロッホネスに生息するとされていた架空の生物で、一時的に「ネシテラス・ロンボプテリクス」という科学的な名前が与えられたものは何ですか？,シーラカンス
1416,QA20CAPR-0319,ドイツ語,「ネシテラス・ロムボプテリックス」という仮の学名がつけられていた、スコットランドの湖・ネス湖に棲息すると信じられていた架空の生物は何でしょう?,スコットランドの湖であるロッホネスに生息していると信じられていた架空の生物で、一時的に「ネシテラス・ロンボプテリクス」という科学的な名前が与えられていたものは何ですか？,ネッシー。 ネッシーは、スコットランドのロッホネスにあるとされる巨大な水中生物でした。 この生物は、多くの人々によって目撃され、その存在が広く信じられていましたが、後にその正体は不明となりました。 ネッシーは、スコットランドのロッホネスにあるとされる巨大な水中生物でした。
1417,QA20CAPR-0319,イタリア語,「ネシテラス・ロムボプテリックス」という仮の学名がつけられていた、スコットランドの湖・ネス湖に棲息すると信じられていた架空の生物は何でしょう?,スコットランドの湖であるロッホネスに生息していると信じられていた神話上の生物で、一時的に「ネシテラス・ロンボプテリクス」という科学的な名前が与えられた生物は何ですか？,マンモス・マンモスラトル・ロンボプテリクスです。
1418,QA20CAPR-0319,韓国語,「ネシテラス・ロムボプテリックス」という仮の学名がつけられていた、スコットランドの湖・ネス湖に棲息すると信じられていた架空の生物は何でしょう?,スコットランドのロッホネスに生息すると信じられている架空の生物で、一時的に「ネッシー・ロンボフテリクス」という科学的な名前が付けられているものは何ですか？,マンモス・ロンボフテリクスです。マンモスは、スコットランドのロッホネスに生息していたとされる大型の陸生哺乳類の一種です。マンモス・ロンボフテリクスは、スコットランドのロッホネスにあるマンモス・ロンボフテリクス・センターによって研究されています。
1419,QA20CAPR-0319,ポルトガル語,「ネシテラス・ロムボプテリックス」という仮の学名がつけられていた、スコットランドの湖・ネス湖に棲息すると信じられていた架空の生物は何でしょう?,スコットランドのロッホネスに生息していると信じられていた架空の生物で、一時的に「ネシテラス・ロンボプテリクス」という科学的な名前が与えられていたものは何ですか？,ネッシー。 ネッシーは、スコットランドのロッホネスにあるとされる巨大な水中生物でした。 この生物は、19世紀後半に広く報道され、多くの人々によって信じられ、恐れられていました。 しかし、その後、その存在の証拠や証言が徐々に失われ、今日では、ネッシーの存在を証明する信頼できる科学的根拠はないとされています。
1420,QA20CAPR-0319,ロシア語,「ネシテラス・ロムボプテリックス」という仮の学名がつけられていた、スコットランドの湖・ネス湖に棲息すると信じられていた架空の生物は何でしょう?,伝説によれば、スコットランドのロッホネスに生息するとされる神話上の生物で、一時的に「ネシテラス・ロンボプテリクス」という学名が付けられたのは何という生物ですか？,マンモス・レックス
1421,QA20CAPR-0319,スペイン語,「ネシテラス・ロムボプテリックス」という仮の学名がつけられていた、スコットランドの湖・ネス湖に棲息すると信じられていた架空の生物は何でしょう?,スコットランドのロッホネスに生息していると信じられていた架空の生物で、一時的に「ネシテラス・ロンボプテリクス」という科学的な名前が与えられたものは何ですか？,ネッシー。 ネッシーは、スコットランドのロッホネスにあるとされる巨大な水中生物でした。 この生物は、19世紀後半から20世紀初頭にかけて広く報道され、人々に恐れられました。 しかし、多くの研究により、その存在が否定されています。
1422,QA20CAPR-0321,英語,「北の剛拳」「リアルはじめの一歩」などの愛称で親しまれ、亀田三兄弟の次男・大毅に勝利したことで国民的な人気者となったボクシングの元世界王者は誰でしょう?,「北の強拳」と「リアルはじめの一歩」という愛称で親しまれる亀田三兄弟の次男、亀田大毅を破り、全国的な有名人となった元世界チャンピオンボクサーは誰ですか？」,内藤大助
1423,QA20CAPR-0321,中国語,「北の剛拳」「リアルはじめの一歩」などの愛称で親しまれ、亀田三兄弟の次男・大毅に勝利したことで国民的な人気者となったボクシングの元世界王者は誰でしょう?,元世界チャンピオンボクサーで、愛称である「Northern Powerhouse」と「True Beginner」という愛称を持つ亀田大毅の兄弟の次男、亀田大毅を打ち破った後、全国的に有名な人物となったのは誰ですか？,亀田三兄弟の長男、興毅です。
1424,QA20CAPR-0321,フランス語,「北の剛拳」「リアルはじめの一歩」などの愛称で親しまれ、亀田三兄弟の次男・大毅に勝利したことで国民的な人気者となったボクシングの元世界王者は誰でしょう?,「北の強拳」と「はじめの一歩」の愛称で親しまれる亀田三兄弟の次男、亀田大毅を破り、全国的な有名人となった元世界ボクシングチャンピオンは誰ですか？」,内藤大助
1425,QA20CAPR-0321,ドイツ語,「北の剛拳」「リアルはじめの一歩」などの愛称で親しまれ、亀田三兄弟の次男・大毅に勝利したことで国民的な人気者となったボクシングの元世界王者は誰でしょう?,「北の強拳」と「真の一歩」などの愛称で親しまれる亀田三兄弟の次男、亀田大毅を打ち破った元世界チャンピオンボクサーは、国民的なセレブリティとなりましたか？」,はい。亀田三兄弟の次男である亀田大毅は、国民的なセレブリティとして広く認知されています。彼は、ボクシングの試合での勝利により、世界チャンピオンに認定されました。
1426,QA20CAPR-0321,イタリア語,「北の剛拳」「リアルはじめの一歩」などの愛称で親しまれ、亀田三兄弟の次男・大毅に勝利したことで国民的な人気者となったボクシングの元世界王者は誰でしょう?,「北の強拳」と「はじめの一歩」の異名で親しまれる亀田三兄弟の次男、亀田大毅を破り、全国的な有名人となった元世界ボクシングチャンピオンは誰ですか？」,内藤大助
1427,QA20CAPR-0321,韓国語,「北の剛拳」「リアルはじめの一歩」などの愛称で親しまれ、亀田三兄弟の次男・大毅に勝利したことで国民的な人気者となったボクシングの元世界王者は誰でしょう?,「北の狂犬」と「リアルはじめの一歩」として親しまれる亀田三兄弟の次男、亀田大毅を打ち破った後、国民的なセレブリティとなった元世界チャンピオンボクサーは誰ですか？,内藤大助
1428,QA20CAPR-0321,ポルトガル語,「北の剛拳」「リアルはじめの一歩」などの愛称で親しまれ、亀田三兄弟の次男・大毅に勝利したことで国民的な人気者となったボクシングの元世界王者は誰でしょう?,「北の強拳」と「真・はじめの一歩」といった愛称で親しまれる亀田三兄弟の次男、亀田大毅を破り、全国的な有名人となった元世界ボクシングチャンピオンは誰ですか？」,内藤大助
1429,QA20CAPR-0321,ロシア語,「北の剛拳」「リアルはじめの一歩」などの愛称で親しまれ、亀田三兄弟の次男・大毅に勝利したことで国民的な人気者となったボクシングの元世界王者は誰でしょう?,「北の強拳」と「リアルはじめの一歩」というニックネームを持つ亀田三兄弟の次男、亀田大毅を破り、全国的な有名人となった元世界ボクシングチャンピオンは誰ですか？」,内藤大助
1430,QA20CAPR-0321,スペイン語,「北の剛拳」「リアルはじめの一歩」などの愛称で親しまれ、亀田三兄弟の次男・大毅に勝利したことで国民的な人気者となったボクシングの元世界王者は誰でしょう?,「北の強拳」と「はじめの一歩」の愛称で親しまれる亀田三兄弟の次男、亀田大毅を破り、全国的な有名人となった元世界ボクシングチャンピオンは誰ですか？」,内藤大助
1431,QA20CAPR-0323,英語,その社名には「運を天に任せる」という意味があると言われている、数々の名作テレビゲームを生み出している日本のメーカーはどこでしょう?,どの日本の会社が、数々の傑作ビデオゲームを作り出し、「天に任せる」という意味を会社名に持っていると言われていますか？,任天堂です。彼らは、マリオやドンキーコングなどの人気のあるキャラクターを生み出し、多くの革新的な技術を開発してきました。彼らのゲームは、今でも非常に高い評価を受けています。
1432,QA20CAPR-0323,中国語,その社名には「運を天に任せる」という意味があると言われている、数々の名作テレビゲームを生み出している日本のメーカーはどこでしょう?,どの日本の会社が、数々の傑作ビデオゲームを作り出し、「天に任せる」という意味の会社名を持っていると言われていますか？,任天堂株式会社です。同社は、マリオやドンキーコングなどの人気キャラクターを生み出した会社として広く認知されています。また、同社の代表作には、スーパーマリオブラザーズやドンキーコングなどがあります。
1433,QA20CAPR-0323,フランス語,その社名には「運を天に任せる」という意味があると言われている、数々の名作テレビゲームを生み出している日本のメーカーはどこでしょう?,「天に任せろ」という意味を持つ、数々のビデオゲームの傑作を生み出してきた日本の企業はどこですか？,任天堂です。彼らは1980年代からビデオゲームを作り続けています。彼らの代表作には、『ドンキーコング』、『スーパーマリオブラザーズ』などがあります。
1434,QA20CAPR-0323,ドイツ語,その社名には「運を天に任せる」という意味があると言われている、数々の名作テレビゲームを生み出している日本のメーカーはどこでしょう?,どの日本の会社が、数々の傑作ビデオゲームを作り出し、その会社名には「幸せを天に委ねる」という意味があると言われているでしょうか？,任天堂です。彼らは、マリオやドンキーコングなどの人気キャラクターを生み出し、世界的な認知度を獲得しています。彼らのビデオゲームは、日本だけでなく、世界中の多くの国々で非常に愛されています。
1435,QA20CAPR-0323,イタリア語,その社名には「運を天に任せる」という意味があると言われている、数々の名作テレビゲームを生み出している日本のメーカーはどこでしょう?,「天に富を託す」という意味を持つ、数々のビデオゲームの名作を生み出している日本の企業は、どこですか？,任天堂株式会社です。
1436,QA20CAPR-0323,韓国語,その社名には「運を天に任せる」という意味があると言われている、数々の名作テレビゲームを生み出している日本のメーカーはどこでしょう?,日本で、数々の傑作ビデオゲームを生み出したと言われる会社で、会社名が「天に任せる」という意味を持つのはどの会社ですか？,任天堂です。
1437,QA20CAPR-0323,ポルトガル語,その社名には「運を天に任せる」という意味があると言われている、数々の名作テレビゲームを生み出している日本のメーカーはどこでしょう?,「天に任せる」という意味を持つ、数々の評価の高いビデオゲームを作成することで知られる日本の企業は、どれですか？,任天堂株式会社です。
1438,QA20CAPR-0323,ロシア語,その社名には「運を天に任せる」という意味があると言われている、数々の名作テレビゲームを生み出している日本のメーカーはどこでしょう?,この日本の会社は、数々の優れたビデオゲームを作り出し、「天に任せる」という意味を会社名に持つことで知られています。それはどの会社ですか？,任天堂株式会社です。
1439,QA20CAPR-0323,スペイン語,その社名には「運を天に任せる」という意味があると言われている、数々の名作テレビゲームを生み出している日本のメーカーはどこでしょう?,日本の会社で、数々の優れたビデオゲームを作り出し、「天に任せる」という意味を持つと言われる会社名を持つのはどの会社ですか？,任天堂です。彼らは1980年代からビデオゲームを生産しており、多くの革新的な技術を開発しています。また、マリオやドンキーコングなどの人気のあるキャラクターも生み出しています。彼らの製品は世界中で非常に人気があり、日本だけでなく、アメリカやヨーロッパでも広く認知されています。
1440,QA20CAPR-0325,英語,ある物質1gの温度を1°C上昇させるために必要な熱量のことを何容量というでしょう?,1gの物質の温度を1°C上げるために必要な熱量の用語は何ですか？,ジュール熱
